tab 	sites
age	age_high	age_low	age_sigma	age_unit	analysts	bed_dip	bed_dip_direction	citations	composite_depth	conglomerate_test	contact_test	core_depth	criteria	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_r	dir_tilt_correction	elevation	external_database_ids	geographic_precision	geologic_classes	geologic_types	height	instrument_codes	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	int_n_specimens	lat	lithologies	location	lon	magn_mass	magn_volume	method_codes	paleolat	paleolon	result_quality	result_type	samples	scientists	site	site_alternatives	software_packages	specimens	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
-307			101	Years AD (+/-)				10.1038/2101310A0						geomagia50 record. GEOMAGIA50:1423, geomagia50 v 2. 0 record.														ARCHEOINTB [ 1423]: GEOMAGIA50[ ArcheoIntNB207 ]:CALS7K.2 [none ]						0.0000481	0.0000096	20	7	7	29.2		India	78.1			LP-PI-TRM			g	i			1423				9.5E+22		1.9E+22		7						
								10.1038/2101310A0																						Archeologic	Pottery								23.2	Not Specified	India	75.8			LP-PI							1426														
-205			159	Years AD (+/-)				10.1038/2101310A0						geomagia50 record. GEOMAGIA50:1426, geomagia50 v 2. 0 record.														ARCHEOINTB [ 1426]: GEOMAGIA50[ ArcheoIntNB204 ]:CALS7K.2 [none ]						0.0000394	0.0000079	20.1	3	3	23.2		India	75.8			LP-PI-TRM			g	i			1426				8.42E+22		1.69E+22		3						
								10.1038/2101310A0																						Archeologic	Pottery								19.6	Not Specified	India	74.9			LP-PI							1428														
-13			135	Years AD (+/-)				10.1038/2101310A0						geomagia50 record. GEOMAGIA50:1428, geomagia50 v 2. 0 record.														ARCHEOINTB [ 1428]: GEOMAGIA50[ ArcheoIntNB202 ]:CALS7K.2 [none ]						0.0000391	0.0000078	19.9	4	4	19.6		India	74.9			LP-PI-TRM			g	i			1428				8.74E+22		1.74E+22		4						
								10.1038/2101310A0																						Archeologic	Pottery								27.7	Not Specified	India	78.7			LP-PI							1436														
1138			141	Years AD (+/-)				10.1038/2101310A0						geomagia50 record. GEOMAGIA50:1436, geomagia50 v 2. 0 record.														ARCHEOINTB [ 1436]: GEOMAGIA50[ ArcheoIntNB194 ]:CALS7K.2 [none ]						0.0000403	0.0000081	20.1	6	6	27.7		India	78.7			LP-PI-TRM			g	i			1436				8.12E+22		1.63E+22		6						
								10.1038/2101310A0																						Archeologic	Pottery								28.8	Not Specified	India	77.8			LP-PI							1439														
1676			271	Years AD (+/-)				10.1038/2101310A0						geomagia50 record. GEOMAGIA50:1439, geomagia50 v 2. 0 record.														ARCHEOINTB [ 1439]: GEOMAGIA50[ ArcheoIntNB191 ]:CALS7K.2 [none ]						0.0000393	0.0000079	20.1	2	2	28.8		India	77.8			LP-PI-TRM			g	i			1439				7.8E+22		1.57E+22		2						
								10.1016/S0031-9201(99)00064-3															p	t						Extrusive:Igneous	Lava Flow								64.216	Basalt	Iceland	-21.317			LP-PI-ALT-PTRM:DE-BFL:LP-PI-TRM			g				WK1														
2.6				Ma				10.1016/S0031-9201(99)00064-3						WK1	7.6		75.9	-2.9	267				p	n		100				Extrusive:Igneous	Lava Flow								64.216	Basalt	Iceland	-21.317			LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:DE-BFL:LP-DC4				i			WK1												4.5	82.2	
								10.1016/S0031-9201(99)00064-3															p	t						Extrusive:Igneous	Lava Flow								64.216	Basalt	Iceland	-21.317			LP-PI-ALT-PTRM:DE-BFL:LP-PI-TRM			g				WK10														
2.6				Ma				10.1016/S0031-9201(99)00064-3						WK10	5.1		68.2	-12.1	594				p	n		100		0[P]:1[I]:2[N]:3[T]:4[[]:5[2]:6[1]:7[1]:8[1]:9[]]:length[10]		Extrusive:Igneous	Lava Flow								64.216	Basalt	Iceland	-21.317			LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:DE-BFL:LP-DC4	64.2			i			WK10												3.7	91.1	
								10.1016/S0031-9201(99)00064-3															p	t						Extrusive:Igneous	Lava Flow								64.216	Basalt	Iceland	-21.317			LP-PI-ALT-PTRM:DE-BFL:LP-PI-TRM			g				WK12														
2.6				Ma				10.1016/S0031-9201(99)00064-3						WK12	7.6		87.2	15.1	149				p	n		100				Extrusive:Igneous	Lava Flow								64.216	Basalt	Iceland	-21.317			LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:DE-BFL:LP-DC4	64.2			i			WK12												8.1	67.9	
								10.1016/S0031-9201(99)00064-3															p	t						Extrusive:Igneous	Lava Flow								64.216	Basalt	Iceland	-21.317			LP-PI-ALT-PTRM:DE-BFL:LP-PI-TRM			g				WK5														
2.6				Ma				10.1016/S0031-9201(99)00064-3						WK5	6.1		77.7	-5.2	132				p	n		100				Extrusive:Igneous	Lava Flow								64.216	Basalt	Iceland	-21.317			LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:DE-BFL:LP-DC4				i			WK5												3	81.1	
								10.1016/S0031-9201(99)00064-3															p	t						Extrusive:Igneous	Lava Flow								64.216	Basalt	Iceland	-21.317			LP-PI-ALT-PTRM:DE-BFL:LP-PI-TRM			g				WK9														
2.6				Ma				10.1016/S0031-9201(99)00064-3						WK9	4.3		74.5	-3.6	272				p	n		100				Extrusive:Igneous	Lava Flow								64.216	Basalt	Iceland	-21.317			LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:DE-BFL:LP-DC4	64.2			i			WK9												4.9	83.6	
								10.1016/0031-9201(89)90032-0																						Archeologic	Pottery								-2.37	Not Specified	North America	279.28			LP-PI							526														
-2625			275	Years AD (+/-)				10.1016/0031-9201(89)90032-0						geomagia50 record. GEOMAGIA:526, geomagia50 record.																				0.00002631	0.00000264	10			-2.37		North America	279.28			DA-NO:LP-PI-ALT-PTRM:LP-PI-TRM			g	i			526				6.79E+22		6.8E+21								
								10.1016/0031-9201(89)90032-0																						Archeologic	Pottery								33.19	Not Specified	North America	248.08			LP-PI							528														
-150			150	Years AD (+/-)				10.1016/0031-9201(89)90032-0						geomagia50 record. GEOMAGIA:528, geomagia50 record.																				0.0000889	0.0000029	3.3			33.19		North America	248.08			DA-NO:LP-PI-ALT-PTRM:LP-PI-TRM			g	i			528				1.668E+23		5.4E+21								
								10.1016/0031-9201(89)90032-0																						Archeologic	Pottery								36.03	Not Specified	North America	252.1			LP-PI							540														
550			50	Years AD (+/-)				10.1016/0031-9201(89)90032-0						geomagia50 record. GEOMAGIA:540, geomagia50 record.																				0.0000584	0.00000672	11.5			36.03		North America	252.1			DA-NO:LP-PI-ALT-PTRM:LP-PI-TRM			g	i			540				1.058E+23		1.22E+22								
								10.1016/0031-9201(89)90032-0																						Archeologic	Pottery								36.08	Not Specified	North America	252.01			LP-PI							541														
550			50	Years AD (+/-)				10.1016/0031-9201(89)90032-0						geomagia50 record. GEOMAGIA:541, geomagia50 record.																				0.0000527	0.00002383	45.2			36.08		North America	252.01			DA-NO:LP-PI-ALT-PTRM:LP-PI-TRM			g	i			541				9.54E+22		4.31E+22								
								10.1016/0031-9201(89)90032-0																						Archeologic	Pottery								36.06	Not Specified	North America	247.91			LP-PI							554														
1125			25	Years AD (+/-)				10.1016/0031-9201(89)90032-0						geomagia50 record. GEOMAGIA:554, geomagia50 record.																				0.0001123	0.00001817	16.2			36.06		North America	247.91			DA-NO:LP-PI-ALT-PTRM:LP-PI-TRM			g	i			554				2.034E+23		3.29E+22								
								10.1016/0031-9201(89)90032-0																						Archeologic	Pottery								33.19	Not Specified	North America	248.08			LP-PI							560														
1375			75	Years AD (+/-)				10.1016/0031-9201(89)90032-0						geomagia50 record. GEOMAGIA:560, geomagia50 record.																				0.0000668	0.0000062	9.3			33.19		North America	248.08			DA-NO:LP-PI-ALT-PTRM:LP-PI-TRM			g	i			560				1.254E+23		1.16E+22								
								10.1016/0031-9201(89)90032-0																						Archeologic	Pottery								35.64	Not Specified	North America	253.67			LP-PI							562														
1500			21	Years AD (+/-)				10.1016/0031-9201(89)90032-0						geomagia50 record. GEOMAGIA:562, geomagia50 record.																				0.0000745	0.00000042	0.6			35.64		North America	253.67			DA-NO:LP-PI-ALT-PTRM:LP-PI-TRM			g	i			562				1.356E+23		8E+20								
								10.1016/0031-9201(89)90032-0																						Archeologic	Pottery								35.83	Not Specified	North America	249.6			LP-PI							569														
1865			15	Years AD (+/-)				10.1016/0031-9201(89)90032-0						geomagia50 record. GEOMAGIA:569, geomagia50 record.																				0.0000568	0.0000029	5.1			35.83		North America	249.6			DA-NO:LP-PI-ALT-PTRM:LP-PI-TRM			g	i			569				1.031E+23		5.3E+21								
								10.1016/0031-9201(89)90032-0																						Archeologic	Pottery								32.3	Not Specified	North America	249.98			LP-PI							573														
1893			18	Years AD (+/-)				10.1016/0031-9201(89)90032-0						geomagia50 record. GEOMAGIA:573, geomagia50 record.																				0.000078	0.00001952	25			32.3		North America	249.98			DA-NO:LP-PI-ALT-PTRM:LP-PI-TRM			g	i			573				1.48E+23		3.7E+22								
								10.1016/0031-9201(89)90032-0																						Archeologic	Pottery								35.83	Not Specified	North America	249.6			LP-PI							576														
1893			8	Years AD (+/-)				10.1016/0031-9201(89)90032-0						geomagia50 record. GEOMAGIA:576, geomagia50 record.																				0.000088	0.00002828	32.1			35.83		North America	249.6			DA-NO:LP-PI-ALT-PTRM:LP-PI-TRM			g	i			576				1.598E+23		5.14E+22								
								10.1016/0031-9201(89)90032-0																						Archeologic	Pottery								35.5	Not Specified	North America	253.29			LP-PI							579														
1930			20	Years AD (+/-)				10.1016/0031-9201(89)90032-0						geomagia50 record. GEOMAGIA:579, geomagia50 record.																				0.0000559	0.00000071	1.3			35.5		North America	253.29			DA-NO:LP-PI-ALT-PTRM:LP-PI-TRM			g	i			579				1.019E+23		1.3E+21								
3.6				Ma				10.1016/J.EPSL.2005.02.032						3	321		179.8	-26.3	4.3				p	n		100		PINT06[6297]		Extrusive:Igneous	Lava Flow			6.34e-05	3e-07	0.5			21.383	Not Specified	Hawaii	201.85			LP-PI-ALT-PTRM:DE-BFL:LP-PI-TRM				i			3				1.386e+23	2		1.511e+23	2						
3.33				Ma				10.1016/J.EPSL.2005.02.032						68														PINT06[6305]		Extrusive:Igneous	Lava Flow			2.36e-05	4.1e-06	17.4			21.483	Not Specified	Hawaii	201.783			LP-PI-ALT-PTRM:LP-PI-TRM				i			68				5.159e+22	4									
3.33				Ma				10.1016/J.EPSL.2005.02.032						77														PINT06[6302]		Extrusive:Igneous	Lava Flow			1.12e-05	1.9e-06	17			21.483	Not Specified	Hawaii	201.783			LP-PI-ALT-PTRM:LP-PI-TRM				i			77				2.448e+22	5									
3.33				Ma				10.1016/J.EPSL.2005.02.032						95														PINT06[6307]		Extrusive:Igneous	Lava Flow			4.1e-06	2.8e-07	6.8			21.433	Not Specified	Hawaii	201.817			LP-PI-ALT-PTRM:LP-PI-TRM				i			95				8.963e+21	2									
3.33				Ma				10.1016/J.EPSL.2005.02.032						198	11.5		202.7	20.4	470				p	n		100		20D[6318]: TAFI []:PINT06 []		Extrusive:Igneous	Lava Flow			1.42e-05	2.8e-06	19.7			21.533	Not Specified	Hawaii	201.767			LP-PI-ALT-PTRM:LP-PI-TRM:DE-BFL:LP-DIR				i			198				3.104e+22	3		3.494e+22	3						
3.33				Ma				10.1016/J.EPSL.2005.02.032						200	9.7		15.7	7.9	92				p	n		100		PINT06[6319]		Extrusive:Igneous	Lava Flow			1.22e-05					21.533	Not Specified	Hawaii	201.767			LP-PI-ALT-PTRM:DE-BFL:LP-PI-TRM				i			200				2.667e+22	1		3.127e+22	1						
								10.1111/J.1365-246X.1974.TB05443.X																						Archeologic	Tile								53	Not Specified	England	0			LP-PI							2361														
1356			50	Years AD (+/-)				10.1111/J.1365-246X.1974.TB05443.X						geomagia50 record. GEOMAGIA50:2361, geomagia50 v 2. 0 record.														ARCHEOINTB [ 2361]: GEOMAGIA50[ ArcheoIntNB2777 ]: PINT [ none ]:CALS7K.2 [none ]						0.000062	0.000002	3.2	3	3	53		England	0			LP-PI-ALT-AFARM:LP-PI-TRM			g	i			2361				9.39E+22		3E+21		3						
								10.1111/J.1365-246X.1974.TB05443.X																						Archeologic	Brick								53.4	Not Specified	England	358.5			LP-PI							2362														
1900			5	Years AD (+/-)				10.1111/J.1365-246X.1974.TB05443.X						geomagia50 record. GEOMAGIA50:2362, geomagia50 v 2. 0 record.														ARCHEOINTB [ 2362]: GEOMAGIA50[ ArcheoIntNB2776 ]: PINT [ none ]:CALS7K.2 [none ]						0.000053	0.000001	1.9	3	3	53.4		England	358.5			LP-PI-ALT-AFARM:LP-PI-TRM			g	i			2362				8E+22		1.5E+21		3						
								10.1016/J.PEPI.2007.04.006																						Archeologic	Kiln								42.2	Not Specified	Bulgaria	20.88			LP-PI							3865														
-302.5			22.5	Years AD (+/-)				10.1016/J.PEPI.2007.04.006						geomagia50 record. GEOMAGIA:3865, VGPs calculated by MagIC team: geomagia50 record.	2.7		348.7	62.2	576	34			p	n		0										2.8			42.2		Bulgaria	20.88			LP-PI-ALT-PTRM:DE-BFL:LP-PI-TRM			g	i			3865				1.302E+23		3.7E+21	1.284E+23	33	3.6E+21	4.3	3.2	81.6	303.5	
-4000			500	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.000033	.0000011	3.3	8		36.6	Not Specified	Shandong, China	120.7			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		BQb		BQb														
-1300			300	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.0000569	.00000398	7	3		30.72	Not Specified	Zhejiang, China	120.05			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DQ10f		DQ10f														
-1300			300	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.0000573	.00000475	8.3	4		30.72	Not Specified	Zhejiang, China	120.05			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DQ11c		DQ11c														
-1300			300	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.0000616	.00000609	9.9	5		30.72	Not Specified	Zhejiang, China	120.05			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DQ11g		DQ11g														
-1300			300	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.0000541	.00000178	3.3	4		30.72	Not Specified	Zhejiang, China	120.05			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DQ11l		DQ11l														
-550			74	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.0000522	.00000314	6	3		30.62	Not Specified	Zhejiang, China	119.03			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DQ2a		DQ2a														
453			136	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.0000611	.0000032	5.2	8		30.36	Not Specified	Zhejiang, China	120.02			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DQ5b		DQ5b														
-348			127	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.0000374	.000000358	1	3		30.62	Not Specified	Zhejiang, China	120.02			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DQ7e		DQ7e														
-348			127	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.0000496	.00000287	5.8	3		30.62	Not Specified	Zhejiang, China	120.02			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DQ7j		DQ7j														
-348			127	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.0000467	.00000168	3.6	4		30.62	Not Specified	Zhejiang, China	120.02			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DQ7o		DQ7o														
-348			127	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.000048	.000000453	.9	3		30.62	Not Specified	Zhejiang, China	120.02			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DQ7q		DQ7q														
-348			127	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.0000519	.00000114	2.2	3		30.61	Not Specified	Zhejiang, China	121.02			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DQ8a		DQ8a														
-513			37	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.0000477	.00000141	3	5		30.63	Not Specified	Zhejiang, China	120.01			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DQ9a		DQ9a														
-513			37	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.0000576	.00000146	2.5	3		30.63	Not Specified	Zhejiang, China	120.01			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DQ9p		DQ9p														
-1300			300	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.0000556	.00000213	3.8	8		38.8	Not Specified	Hebei, China	114.7			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DY15		DY15														
-1300			300	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.0000589	.00000205	3.5	4		38.8	Not Specified	Hebei, China	114.7			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DY16		DY16														
-1300			300	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.0000493	.000000732	1.5	4		38.8	Not Specified	Hebei, China	114.7			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DY37a		DY37a														
-1300			300	Years AD (+/-)				10.1016/J.EPSL.2014.02.030																						Archeologic	Kiln			.0000467	.00000372	8	8		38.8	Not Specified	Hebei, China	114.7			LP-PI-BT-IZZI:LP-PI-TRM:LP-PI-ALT			g		DY4a		DY4a														
								10.1016/J.PEPI.2005.03.022				121.6																		Igneous	submarine basaltic glass								37	Basalt	332	326										0332a	DSDP Hole 332a													
								10.1016/J.PEPI.2005.03.022				188.15																		Igneous	submarine basaltic glass								37	Basalt	332	326										0332a	DSDP Hole 332a													
								10.1016/J.PEPI.2005.03.022				216																		Igneous	submarine basaltic glass								37	Basalt	332	326										0332a	DSDP Hole 332a													
								10.1016/J.PEPI.2005.03.022				254.2																		Igneous	submarine basaltic glass								37	Basalt	332	326										0332a	DSDP Hole 332a													
								10.1016/J.PEPI.2005.03.022				254.55																		Igneous	submarine basaltic glass								37	Basalt	332	326										0332a	DSDP Hole 332a													
								10.1016/J.PEPI.2005.03.022				293.8																		Igneous	submarine basaltic glass								37	Basalt	332	326										0332a	DSDP Hole 332a													
								10.1016/J.PEPI.2005.03.022				293.9																		Igneous	submarine basaltic glass								37	Basalt	332	326										0332a	DSDP Hole 332a													
								10.1016/J.PEPI.2005.03.022				321.1																		Igneous	submarine basaltic glass								37	Basalt	332	326										0332a	DSDP Hole 332a													
								10.1016/J.PEPI.2005.03.022				425.2																		Igneous	submarine basaltic glass								37	Basalt	332	326										0332a	DSDP Hole 332a													
3.6			0.1	Ma				10.1016/J.PEPI.2005.03.022				111.5	IE-SPEC	Recalculated from original measurements; supercedes published results.																Igneous	submarine basaltic glass			1.867e-05	1.117e-05	59.83	4		37	Basalt	332	326			IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM			g		0332a181000 : 0332a221p02 : 0332a261p05:0332a081p07		0332a	DSDP Hole 332a		0332a1810002 : 0332a221p021 : 0332a261p052:0332a081p072											
								10.1016/J.PEPI.2005.03.022				42.35																		Igneous	submarine basaltic glass								9	Basalt	423	255										0423x	DSDP Hole 423													
								10.1016/J.PEPI.2005.03.022				51.84																		Igneous	submarine basaltic glass								9	Basalt	423	255										0423x	DSDP Hole 423													
1.7			0.2	Ma				10.1016/J.PEPI.2005.03.022				43.18	IE-SPEC	Recalculated from original measurements; supercedes published results.																Igneous	submarine basaltic glass			1.239e-05	8.289e-06	66.91	3		9	Basalt	423	255			IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM			g		0423x061p03 : 0423x081p01:0423x05cp02		0423x	DSDP Hole 423		0423x061p032 : 0423x081p012:0423x05cp022											
								10.1016/J.PEPI.2005.03.022				176																		Igneous	submarine basaltic glass								23	Basalt	483	252										0483b	DSDP Hole 483b													
								10.1016/J.PEPI.2005.03.022				209.6																		Igneous	submarine basaltic glass								23	Basalt	483	252										0483b	DSDP Hole 483b													
								10.1016/J.PEPI.2005.03.022				213.56																		Igneous	submarine basaltic glass								23	Basalt	483	252										0483b	DSDP Hole 483b													
								10.1016/J.PEPI.2005.03.022				214.55																		Igneous	submarine basaltic glass								23	Basalt	483	252										0483b	DSDP Hole 483b													
								10.1016/J.PEPI.2005.03.022				214.57																		Igneous	submarine basaltic glass								23	Basalt	483	252										0483b	DSDP Hole 483b													
								10.1016/J.PEPI.2005.03.022				217.55																		Igneous	submarine basaltic glass								23	Basalt	483	252										0483b	DSDP Hole 483b													
								10.1016/J.PEPI.2005.03.022				217.6																		Igneous	submarine basaltic glass								23	Basalt	483	252										0483b	DSDP Hole 483b													
								10.1016/J.PEPI.2005.03.022				217.65																		Igneous	submarine basaltic glass								23	Basalt	483	252										0483b	DSDP Hole 483b													
								10.1016/J.PEPI.2005.03.022				218.5																		Igneous	submarine basaltic glass								23	Basalt	483	252										0483b	DSDP Hole 483b													
								10.1016/J.PEPI.2005.03.022				219.35																		Igneous	submarine basaltic glass								23	Basalt	483	252										0483b	DSDP Hole 483b													
								10.1016/J.PEPI.2005.03.022				222.05																		Igneous	submarine basaltic glass								23	Basalt	483	252										0483b	DSDP Hole 483b													
								10.1016/J.PEPI.2005.03.022				224.32																		Igneous	submarine basaltic glass								23	Basalt	483	252										0483b	DSDP Hole 483b													
								10.1016/J.PEPI.2005.03.022				224.55																		Igneous	submarine basaltic glass								23	Basalt	483	252										0483b	DSDP Hole 483b													
								10.1016/J.PEPI.2005.03.022				226																		Igneous	submarine basaltic glass								23	Basalt	483	252										0483b	DSDP Hole 483b													
								10.1016/J.PEPI.2005.03.022				227.05																		Igneous	submarine basaltic glass								23	Basalt	483	252										0483b	DSDP Hole 483b													
